Open_Time,Open,High,Low,Close,Volume
2023-01-10 22:59:00,17431.45,17437.57,17427.46,17428.08,120.16237
2023-01-10 23:00:00,17428.08,17436.0,17426.51,17431.0,194.32203
2023-01-10 23:01:00,17430.69,17435.47,17420.39,17422.83,160.97447
2023-01-10 23:02:00,17422.4,17425.0,17403.73,17408.84,395.76217
2023-01-10 23:03:00,17409.31,17421.71,17408.84,17418.67,267.11409
2023-01-10 23:04:00,17418.67,17425.45,17414.09,17417.66,285.25575
2023-01-10 23:05:00,17418.08,17424.15,17415.76,17418.82,141.11096
2023-01-10 23:06:00,17418.82,17434.39,17418.5,17430.86,192.40933
2023-01-10 23:07:00,17430.46,17433.84,17426.72,17430.37,115.14206
2023-01-10 23:08:00,17429.96,17434.43,17426.81,17427.18,116.53086
2023-01-10 23:09:00,17427.18,17434.06,17426.0,17431.87,92.80886
2023-01-10 23:10:00,17431.87,17435.43,17430.4,17430.76,74.07418
2023-01-10 23:11:00,17430.4,17436.13,17428.33,17435.03,118.43129
2023-01-10 23:12:00,17435.03,17439.61,17430.97,17433.42,129.25064
2023-01-10 23:13:00,17433.55,17436.92,17431.9,17436.6,53.73683
2023-01-10 23:14:00,17436.25,17439.02,17431.64,17431.64,134.95204
2023-01-10 23:15:00,17431.64,17432.57,17425.17,17428.69,155.84215
2023-01-10 23:16:00,17428.69,17431.2,17422.97,17426.59,105.24461
2023-01-10 23:17:00,17426.59,17429.98,17426.17,17428.56,52.49778
2023-01-10 23:18:00,17428.09,17429.04,17421.96,17425.87,108.96528
2023-01-10 23:19:00,17425.34,17427.33,17420.73,17422.18,77.51747
2023-01-10 23:20:00,17422.03,17422.38,17415.77,17417.15,74.23676
2023-01-10 23:21:00,17416.77,17427.43,17415.89,17426.55,189.84094
2023-01-10 23:22:00,17426.55,17429.96,17426.03,17428.47,79.47192
2023-01-10 23:23:00,17428.11,17431.85,17425.92,17430.85,98.18354
2023-01-10 23:24:00,17431.19,17433.5,17430.32,17431.8,63.04013
2023-01-10 23:25:00,17431.8,17434.31,17429.0,17429.18,85.53927
2023-01-10 23:26:00,17429.0,17433.05,17428.2,17431.0,67.19406
2023-01-10 23:27:00,17430.6,17434.3,17429.46,17430.7,90.90794
2023-01-10 23:28:00,17430.7,17432.37,17429.01,17429.64,83.19329
2023-01-10 23:29:00,17429.59,17433.4,17427.02,17431.91,101.99616
2023-01-10 23:30:00,17432.49,17433.16,17428.97,17432.62,102.59534
2023-01-10 23:31:00,17432.62,17434.15,17424.92,17426.44,116.4231
2023-01-10 23:32:00,17426.05,17429.38,17424.54,17427.4,82.07657
2023-01-10 23:33:00,17427.4,17430.36,17425.37,17428.11,97.43976
2023-01-10 23:34:00,17428.11,17431.98,17425.57,17430.48,74.89096
2023-01-10 23:35:00,17429.95,17434.99,17429.93,17432.59,100.75647
2023-01-10 23:36:00,17432.84,17434.33,17426.93,17429.73,107.2443
2023-01-10 23:37:00,17429.73,17432.25,17427.26,17427.29,89.16064
2023-01-10 23:38:00,17427.8,17429.14,17423.49,17424.56,150.10218
2023-01-10 23:39:00,17423.8,17433.02,17423.35,17430.17,177.30381
2023-01-10 23:40:00,17430.45,17430.63,17424.3,17427.8,166.56043
2023-01-10 23:41:00,17427.8,17430.68,17427.0,17429.8,115.44298
2023-01-10 23:42:00,17429.8,17431.16,17428.27,17429.18,57.7648
2023-01-10 23:43:00,17428.52,17430.83,17428.08,17430.48,40.18329
2023-01-10 23:44:00,17430.09,17437.0,17430.07,17433.72,143.03364
2023-01-10 23:45:00,17433.72,17435.93,17431.93,17433.68,87.03298
2023-01-10 23:46:00,17433.3,17433.84,17431.63,17432.8,58.48442
2023-01-10 23:47:00,17432.44,17435.92,17428.0,17428.6,128.71104
2023-01-10 23:48:00,17428.6,17430.66,17425.51,17428.1,94.43427
2023-01-10 23:49:00,17427.92,17429.0,17425.19,17428.66,71.99087
2023-01-10 23:50:00,17428.66,17435.05,17428.5,17433.91,60.25815
2023-01-10 23:51:00,17433.91,17435.15,17432.11,17432.68,80.0782
2023-01-10 23:52:00,17433.14,17434.32,17431.67,17433.08,65.93234
2023-01-10 23:53:00,17433.08,17435.4,17431.81,17433.82,100.18146
2023-01-10 23:54:00,17433.46,17437.0,17433.46,17436.38,81.62457
2023-01-10 23:55:00,17436.38,17444.97,17435.36,17440.79,334.59642
2023-01-10 23:56:00,17440.44,17444.08,17439.85,17442.86,71.52341
2023-01-10 23:57:00,17442.44,17443.24,17438.11,17440.67,98.96423
2023-01-10 23:58:00,17440.68,17441.22,17438.0,17439.41,60.04741
2023-01-10 23:59:00,17439.0,17441.58,17437.83,17440.66,66.53001
2023-01-11 00:00:00,17440.64,17442.81,17437.55,17441.05,178.95978
2023-01-11 00:01:00,17440.94,17442.82,17438.63,17439.52,75.36946
2023-01-11 00:02:00,17439.77,17442.34,17436.0,17437.04,193.96114
2023-01-11 00:03:00,17437.04,17440.25,17436.23,17440.15,109.5581
2023-01-11 00:04:00,17439.89,17440.66,17438.57,17439.49,51.14619
2023-01-11 00:05:00,17439.03,17441.31,17436.71,17440.5,109.13185
2023-01-11 00:06:00,17440.5,17442.39,17439.07,17439.72,109.48042
2023-01-11 00:07:00,17439.72,17440.53,17435.85,17437.72,88.37033
2023-01-11 00:08:00,17437.72,17439.11,17433.86,17436.01,96.6646
2023-01-11 00:09:00,17436.01,17436.41,17432.89,17434.65,75.14676
2023-01-11 00:10:00,17434.26,17435.0,17432.22,17433.62,72.36737
2023-01-11 00:11:00,17433.62,17433.82,17429.84,17430.2,112.74563
2023-01-11 00:12:00,17430.2,17431.35,17429.14,17429.63,64.02351
2023-01-11 00:13:00,17429.63,17433.4,17428.67,17429.48,131.06567
2023-01-11 00:14:00,17429.76,17438.55,17429.39,17437.01,146.76831
2023-01-11 00:15:00,17437.49,17446.59,17436.86,17446.28,198.18917
2023-01-11 00:16:00,17446.28,17453.84,17444.65,17452.48,253.46056
2023-01-11 00:17:00,17452.98,17456.36,17448.95,17449.57,131.69174
2023-01-11 00:18:00,17449.57,17454.55,17448.13,17448.55,113.5087
2023-01-11 00:19:00,17448.55,17450.06,17444.89,17446.72,99.18253
2023-01-11 00:20:00,17446.68,17453.46,17446.01,17452.8,80.58389
2023-01-11 00:21:00,17452.42,17453.44,17444.47,17448.6,133.10429
2023-01-11 00:22:00,17449.0,17449.23,17443.26,17444.52,79.12896
2023-01-11 00:23:00,17444.52,17445.24,17442.99,17443.98,43.15974
2023-01-11 00:24:00,17444.3,17446.59,17442.69,17443.48,65.47742
2023-01-11 00:25:00,17443.48,17444.01,17437.52,17441.21,103.96008
2023-01-11 00:26:00,17441.57,17442.6,17433.06,17434.43,115.94883
2023-01-11 00:27:00,17434.43,17435.42,17428.37,17431.11,165.09513
2023-01-11 00:28:00,17431.48,17437.09,17428.47,17433.6,178.27499
2023-01-11 00:29:00,17433.59,17435.26,17430.49,17433.92,88.60929
2023-01-11 00:30:00,17433.92,17438.34,17432.78,17436.68,105.31497
2023-01-11 00:31:00,17436.68,17441.77,17436.29,17436.8,113.20705
2023-01-11 00:32:00,17436.8,17439.79,17436.38,17438.98,79.28089
2023-01-11 00:33:00,17439.14,17439.14,17436.39,17437.34,39.3496
2023-01-11 00:34:00,17437.34,17443.04,17436.69,17441.36,89.39443
2023-01-11 00:35:00,17441.36,17441.59,17437.53,17438.71,64.82366
2023-01-11 00:36:00,17438.71,17442.7,17437.72,17441.92,50.82422
2023-01-11 00:37:00,17441.92,17445.77,17441.69,17443.42,93.00199
2023-01-11 00:38:00,17443.58,17447.13,17442.98,17446.37,62.72903
2023-01-11 00:39:00,17446.03,17446.73,17440.68,17441.07,98.75558
2023-01-11 00:40:00,17441.07,17444.28,17440.77,17444.17,58.66661
2023-01-11 00:41:00,17444.11,17452.81,17443.68,17451.86,158.0673
2023-01-11 00:42:00,17452.11,17453.45,17447.43,17449.51,101.7784
2023-01-11 00:43:00,17449.51,17453.0,17448.75,17452.37,72.36875
2023-01-11 00:44:00,17452.37,17465.0,17451.76,17460.85,197.3792
2023-01-11 00:45:00,17461.07,17462.0,17458.65,17459.64,127.75916
2023-01-11 00:46:00,17459.64,17488.87,17458.0,17488.02,636.34313
2023-01-11 00:47:00,17488.02,17492.78,17481.64,17483.54,324.91365
2023-01-11 00:48:00,17483.54,17491.01,17482.07,17485.21,150.47917
2023-01-11 00:49:00,17485.62,17486.76,17476.37,17479.81,237.74671
2023-01-11 00:50:00,17479.81,17487.8,17479.81,17486.85,120.92239
2023-01-11 00:51:00,17486.47,17502.83,17482.01,17485.42,915.14923
2023-01-11 00:52:00,17485.42,17490.82,17480.0,17480.79,156.59919
2023-01-11 00:53:00,17480.83,17483.96,17470.79,17473.34,199.39889
2023-01-11 00:54:00,17473.03,17473.51,17461.64,17465.93,222.69494
2023-01-11 00:55:00,17465.93,17470.81,17463.54,17469.01,152.18411
2023-01-11 00:56:00,17469.0,17471.4,17465.71,17466.96,82.7576
2023-01-11 00:57:00,17466.97,17467.91,17461.36,17463.34,126.08185
2023-01-11 00:58:00,17463.34,17464.21,17461.08,17461.99,85.4944
2023-01-11 00:59:00,17461.49,17467.48,17458.58,17466.02,138.77407
2023-01-11 01:00:00,17466.02,17468.48,17462.92,17465.43,132.24636
2023-01-11 01:01:00,17465.88,17477.17,17464.38,17477.04,167.63314
2023-01-11 01:02:00,17477.04,17480.17,17475.46,17477.86,129.3933
2023-01-11 01:03:00,17477.72,17479.81,17476.08,17477.29,87.24765
2023-01-11 01:04:00,17477.41,17483.99,17476.74,17482.23,128.61606
2023-01-11 01:05:00,17482.75,17490.0,17481.57,17487.19,185.76355
2023-01-11 01:06:00,17487.19,17498.0,17485.76,17493.91,249.8195
2023-01-11 01:07:00,17494.28,17510.0,17488.63,17502.46,397.88342
2023-01-11 01:08:00,17502.52,17508.8,17489.95,17492.85,477.19954
2023-01-11 01:09:00,17492.28,17496.83,17484.49,17485.87,241.96755
2023-01-11 01:10:00,17485.43,17497.55,17485.35,17496.63,148.67618
2023-01-11 01:11:00,17496.63,17497.22,17490.99,17492.5,157.24088
2023-01-11 01:12:00,17492.94,17493.55,17484.04,17486.04,115.24352
2023-01-11 01:13:00,17486.04,17486.14,17480.31,17480.31,79.02723
2023-01-11 01:14:00,17480.31,17483.98,17476.0,17482.26,167.01238
2023-01-11 01:15:00,17482.86,17486.93,17481.31,17485.38,185.6432
2023-01-11 01:16:00,17485.38,17491.04,17484.39,17486.78,151.02142
2023-01-11 01:17:00,17486.38,17486.84,17477.26,17477.75,123.36734
2023-01-11 01:18:00,17477.75,17478.84,17474.0,17474.78,154.02183
2023-01-11 01:19:00,17475.12,17476.09,17465.05,17465.31,123.11078
2023-01-11 01:20:00,17465.82,17471.93,17463.66,17466.73,166.49996
2023-01-11 01:21:00,17466.73,17467.55,17458.49,17459.32,162.05355
2023-01-11 01:22:00,17459.33,17463.17,17455.3,17462.28,148.34783
2023-01-11 01:23:00,17462.28,17463.16,17456.67,17461.51,113.94737
2023-01-11 01:24:00,17461.84,17461.84,17456.69,17456.99,80.26827
2023-01-11 01:25:00,17457.33,17460.29,17453.01,17458.67,156.98065
2023-01-11 01:26:00,17458.97,17459.72,17451.08,17453.66,154.86752
2023-01-11 01:27:00,17453.66,17454.53,17451.68,17452.41,75.89256
2023-01-11 01:28:00,17452.41,17452.85,17446.64,17451.32,193.48162
2023-01-11 01:29:00,17450.91,17451.49,17439.66,17439.88,164.37491
2023-01-11 01:30:00,17439.88,17444.63,17436.03,17444.1,206.75492
2023-01-11 01:31:00,17443.67,17451.99,17443.07,17448.48,183.53138
2023-01-11 01:32:00,17448.25,17448.68,17444.25,17446.53,92.16117
2023-01-11 01:33:00,17446.68,17450.6,17445.29,17450.06,75.91638
2023-01-11 01:34:00,17449.76,17458.23,17449.58,17455.94,121.45225
2023-01-11 01:35:00,17455.93,17455.94,17447.8,17448.98,137.69506
2023-01-11 01:36:00,17448.44,17452.73,17448.07,17451.71,56.00358
2023-01-11 01:37:00,17451.71,17452.4,17448.5,17449.1,45.92741
2023-01-11 01:38:00,17449.1,17449.72,17446.0,17448.49,100.04562
2023-01-11 01:39:00,17448.92,17449.39,17447.1,17447.41,75.51494
2023-01-11 01:40:00,17447.41,17448.5,17441.82,17447.68,160.0041
2023-01-11 01:41:00,17447.13,17452.0,17447.13,17451.83,57.80279
2023-01-11 01:42:00,17451.83,17457.49,17451.41,17456.24,114.96439
2023-01-11 01:43:00,17456.63,17461.76,17456.24,17460.61,120.44976
2023-01-11 01:44:00,17460.61,17468.92,17460.33,17468.13,170.79961
2023-01-11 01:45:00,17467.71,17473.32,17464.94,17464.95,144.17377
2023-01-11 01:46:00,17465.54,17465.96,17454.52,17455.69,158.53302
2023-01-11 01:47:00,17456.04,17456.47,17451.06,17454.9,89.25026
2023-01-11 01:48:00,17454.91,17456.4,17453.07,17454.77,58.09878
2023-01-11 01:49:00,17454.38,17455.48,17453.01,17455.07,52.80708
2023-01-11 01:50:00,17454.67,17456.39,17453.76,17454.58,45.65063
2023-01-11 01:51:00,17454.6,17458.89,17454.37,17458.04,70.82637
2023-01-11 01:52:00,17458.55,17465.25,17457.95,17458.82,149.72728
2023-01-11 01:53:00,17458.82,17464.65,17458.42,17464.27,59.63703
2023-01-11 01:54:00,17463.5,17464.6,17455.68,17455.71,135.77055
2023-01-11 01:55:00,17456.16,17460.78,17455.53,17457.06,69.97187
2023-01-11 01:56:00,17457.06,17461.43,17454.83,17459.23,78.32526
2023-01-11 01:57:00,17459.69,17460.24,17456.14,17456.15,52.93476
2023-01-11 01:58:00,17456.71,17463.08,17455.42,17462.61,80.8506
2023-01-11 01:59:00,17463.08,17463.22,17456.42,17458.05,84.36039
2023-01-11 02:00:00,17458.49,17459.17,17456.62,17458.07,43.70436
2023-01-11 02:01:00,17458.08,17459.7,17456.49,17459.27,75.72374
2023-01-11 02:02:00,17459.27,17462.7,17457.36,17460.29,110.62061
2023-01-11 02:03:00,17459.92,17461.02,17455.89,17457.64,68.63826
2023-01-11 02:04:00,17457.23,17457.99,17448.17,17448.84,300.89084
2023-01-11 02:05:00,17448.84,17450.35,17446.03,17446.14,97.31013
2023-01-11 02:06:00,17446.14,17446.77,17435.7,17436.89,227.18099
2023-01-11 02:07:00,17436.89,17441.08,17435.56,17439.68,131.34299
2023-01-11 02:08:00,17439.48,17440.43,17435.16,17436.14,79.15183
2023-01-11 02:09:00,17435.67,17436.37,17430.92,17431.83,128.73168
2023-01-11 02:10:00,17432.23,17440.76,17430.51,17437.69,176.38106
2023-01-11 02:11:00,17437.69,17442.07,17436.54,17437.13,114.17109
2023-01-11 02:12:00,17437.56,17440.78,17435.24,17437.53,88.72765
2023-01-11 02:13:00,17438.15,17439.41,17436.51,17438.06,42.08316
2023-01-11 02:14:00,17438.06,17438.78,17435.4,17435.87,45.81391
2023-01-11 02:15:00,17436.32,17441.52,17435.69,17440.75,82.78457
2023-01-11 02:16:00,17440.75,17441.67,17433.37,17436.22,108.47828
2023-01-11 02:17:00,17436.22,17437.29,17428.85,17430.36,269.91906
2023-01-11 02:18:00,17430.73,17434.12,17425.09,17426.19,246.25472
2023-01-11 02:19:00,17425.82,17430.25,17423.75,17428.06,132.54246
2023-01-11 02:20:00,17428.65,17428.65,17422.62,17425.66,131.13073
2023-01-11 02:21:00,17425.06,17426.66,17423.05,17424.32,74.49038
2023-01-11 02:22:00,17423.8,17426.5,17422.35,17425.85,86.14864
2023-01-11 02:23:00,17425.46,17425.85,17418.18,17418.86,152.05743
2023-01-11 02:24:00,17419.41,17422.59,17413.03,17418.6,228.05481
2023-01-11 02:25:00,17418.3,17424.41,17416.38,17423.16,217.42002
2023-01-11 02:26:00,17423.16,17426.12,17422.57,17425.58,115.27639
2023-01-11 02:27:00,17425.04,17428.03,17420.53,17422.44,175.71846
2023-01-11 02:28:00,17422.1,17427.61,17420.0,17426.49,130.08916
2023-01-11 02:29:00,17425.94,17426.49,17421.44,17423.87,56.76671
2023-01-11 02:30:00,17423.85,17427.37,17422.72,17425.86,108.42525
2023-01-11 02:31:00,17425.86,17428.52,17425.36,17427.33,73.60163
2023-01-11 02:32:00,17427.33,17428.77,17420.73,17421.26,106.78389
2023-01-11 02:33:00,17421.26,17423.21,17419.59,17421.77,80.07033
2023-01-11 02:34:00,17421.77,17434.0,17420.67,17427.86,241.84932
2023-01-11 02:35:00,17427.55,17428.04,17424.2,17424.67,60.81268
2023-01-11 02:36:00,17424.67,17427.38,17424.14,17426.38,80.36048
2023-01-11 02:37:00,17426.38,17427.86,17425.16,17425.65,60.14447
2023-01-11 02:38:00,17425.64,17425.64,17422.0,17423.47,123.34223
2023-01-11 02:39:00,17423.05,17424.24,17417.59,17418.12,106.34759
2023-01-11 02:40:00,17418.12,17418.24,17412.71,17413.79,138.9352
2023-01-11 02:41:00,17413.22,17419.69,17412.86,17416.55,128.10056
2023-01-11 02:42:00,17416.21,17423.0,17415.14,17420.02,137.30641
2023-01-11 02:43:00,17420.39,17421.32,17417.35,17418.28,31.73863
2023-01-11 02:44:00,17418.28,17422.28,17417.35,17421.05,97.38656
2023-01-11 02:45:00,17421.05,17423.14,17419.77,17422.9,45.3993
2023-01-11 02:46:00,17422.9,17430.03,17422.4,17428.45,159.05267
2023-01-11 02:47:00,17428.45,17430.26,17425.03,17427.07,132.66299
2023-01-11 02:48:00,17427.07,17427.94,17421.15,17423.09,109.13211
2023-01-11 02:49:00,17423.16,17425.63,17421.44,17423.81,62.28199
2023-01-11 02:50:00,17423.98,17425.69,17423.46,17424.33,38.18344
2023-01-11 02:51:00,17424.65,17424.86,17413.59,17419.34,197.53315
2023-01-11 02:52:00,17418.77,17419.99,17415.0,17415.68,76.57101
2023-01-11 02:53:00,17415.68,17421.98,17415.11,17419.86,128.66016
2023-01-11 02:54:00,17420.36,17421.01,17415.55,17417.01,78.82693
2023-01-11 02:55:00,17417.01,17418.88,17416.32,17417.11,64.42999
2023-01-11 02:56:00,17416.66,17418.53,17415.75,17418.18,59.61415
2023-01-11 02:57:00,17418.18,17418.25,17413.23,17415.27,117.94378
2023-01-11 02:58:00,17415.27,17415.27,17403.4,17406.04,330.46655
2023-01-11 02:59:00,17406.68,17406.85,17383.08,17388.2,835.01659
2023-01-11 03:00:00,17387.67,17398.73,17381.61,17397.84,373.95791
2023-01-11 03:01:00,17397.84,17409.4,17397.49,17407.81,176.07603
2023-01-11 03:02:00,17408.25,17409.19,17400.0,17400.04,113.76061
2023-01-11 03:03:00,17400.04,17405.97,17399.52,17401.48,136.78408
2023-01-11 03:04:00,17400.85,17406.92,17397.55,17400.29,157.04498
2023-01-11 03:05:00,17400.88,17403.51,17397.44,17398.46,70.44629
2023-01-11 03:06:00,17398.91,17403.37,17398.46,17402.78,72.80451
2023-01-11 03:07:00,17403.25,17403.95,17399.74,17401.34,69.73493
2023-01-11 03:08:00,17401.34,17402.31,17399.18,17399.68,83.74368
2023-01-11 03:09:00,17399.18,17401.92,17393.65,17398.22,175.47981
2023-01-11 03:10:00,17398.37,17402.52,17396.28,17399.4,119.16524
2023-01-11 03:11:00,17399.99,17403.75,17399.34,17402.58,65.40099
2023-01-11 03:12:00,17402.58,17403.55,17401.67,17402.93,58.85963
2023-01-11 03:13:00,17403.17,17403.56,17397.14,17401.9,94.53032
2023-01-11 03:14:00,17401.9,17402.46,17399.64,17400.53,32.02105
2023-01-11 03:15:00,17400.53,17403.75,17397.45,17397.56,123.38896
2023-01-11 03:16:00,17398.38,17402.58,17396.06,17401.01,103.29106
2023-01-11 03:17:00,17401.01,17402.04,17396.28,17399.12,77.86775
2023-01-11 03:18:00,17399.11,17400.15,17396.38,17396.96,75.89778
2023-01-11 03:19:00,17397.41,17397.98,17391.15,17391.17,162.19619
2023-01-11 03:20:00,17391.22,17395.48,17389.34,17390.55,167.62646
2023-01-11 03:21:00,17390.55,17390.9,17373.31,17382.01,425.64593
2023-01-11 03:22:00,17382.01,17383.07,17366.58,17383.06,460.03766
2023-01-11 03:23:00,17382.49,17389.26,17379.23,17386.74,208.34428
2023-01-11 03:24:00,17386.74,17388.25,17383.14,17385.76,126.6999
2023-01-11 03:25:00,17385.76,17401.69,17385.28,17401.53,173.69792
2023-01-11 03:26:00,17401.53,17403.86,17395.97,17402.7,164.63649
2023-01-11 03:27:00,17402.7,17404.19,17396.5,17399.88,85.00066
2023-01-11 03:28:00,17399.9,17408.28,17397.32,17405.25,199.29885
2023-01-11 03:29:00,17405.69,17414.35,17405.09,17410.69,195.66991
2023-01-11 03:30:00,17410.49,17414.38,17409.08,17412.4,130.52388
2023-01-11 03:31:00,17412.88,17415.04,17409.06,17409.87,112.26093
2023-01-11 03:32:00,17409.87,17410.56,17406.25,17407.31,80.18685
2023-01-11 03:33:00,17407.76,17407.96,17405.11,17406.92,74.12319
2023-01-11 03:34:00,17406.92,17411.27,17406.37,17409.54,84.98737
2023-01-11 03:35:00,17409.22,17410.61,17406.25,17410.61,81.40525
2023-01-11 03:36:00,17410.36,17411.51,17407.12,17409.09,68.65883
2023-01-11 03:37:00,17409.09,17412.93,17406.83,17409.26,71.84372
2023-01-11 03:38:00,17409.56,17410.48,17407.35,17407.42,56.95685
2023-01-11 03:39:00,17408.04,17408.05,17405.47,17405.78,62.71445
2023-01-11 03:40:00,17406.2,17411.15,17405.78,17409.79,69.9581
2023-01-11 03:41:00,17409.79,17411.29,17408.27,17409.47,82.16492
2023-01-11 03:42:00,17409.47,17415.0,17408.14,17414.75,164.61762
2023-01-11 03:43:00,17414.53,17425.2,17413.38,17420.41,249.07532
2023-01-11 03:44:00,17421.9,17422.94,17412.33,17417.48,172.73111
2023-01-11 03:45:00,17417.47,17417.47,17410.82,17411.47,104.55115
2023-01-11 03:46:00,17411.47,17413.68,17410.94,17412.11,59.59712
2023-01-11 03:47:00,17412.46,17413.72,17411.0,17411.64,58.84967
2023-01-11 03:48:00,17411.93,17419.93,17410.84,17415.6,118.96433
2023-01-11 03:49:00,17415.6,17416.0,17414.21,17415.45,44.41193
2023-01-11 03:50:00,17415.45,17416.02,17413.67,17415.38,60.34207
2023-01-11 03:51:00,17415.07,17417.54,17414.91,17416.08,62.1098
2023-01-11 03:52:00,17416.08,17420.0,17415.0,17417.36,85.95236
2023-01-11 03:53:00,17417.36,17419.06,17416.79,17417.34,59.60455
2023-01-11 03:54:00,17417.34,17420.0,17416.12,17418.16,93.37002
2023-01-11 03:55:00,17418.45,17420.28,17415.18,17415.18,103.38418
2023-01-11 03:56:00,17415.18,17419.93,17413.26,17419.03,110.30488
2023-01-11 03:57:00,17419.33,17420.66,17415.54,17416.41,118.21327
2023-01-11 03:58:00,17416.78,17420.23,17416.0,17419.42,137.30901
2023-01-11 03:59:00,17419.25,17420.26,17415.29,17416.14,74.45336
2023-01-11 04:00:00,17416.49,17420.12,17414.78,17415.37,108.93165
2023-01-11 04:01:00,17415.16,17416.37,17414.66,17415.52,42.08279
2023-01-11 04:02:00,17415.15,17415.86,17411.63,17413.26,83.49913
2023-01-11 04:03:00,17413.26,17413.51,17410.12,17410.89,45.36563
2023-01-11 04:04:00,17410.89,17414.95,17409.0,17412.75,165.27562
2023-01-11 04:05:00,17413.04,17413.45,17409.87,17410.67,50.86445
2023-01-11 04:06:00,17410.21,17411.61,17408.58,17411.48,62.23701
2023-01-11 04:07:00,17411.09,17415.0,17410.8,17413.58,77.67431
2023-01-11 04:08:00,17413.97,17418.59,17411.64,17418.32,111.22437
2023-01-11 04:09:00,17418.32,17421.94,17417.32,17421.61,124.49661
2023-01-11 04:10:00,17421.61,17423.9,17420.43,17422.53,102.64884
2023-01-11 04:11:00,17422.53,17424.25,17420.0,17421.69,119.83225
2023-01-11 04:12:00,17421.42,17425.42,17420.92,17422.89,93.8081
2023-01-11 04:13:00,17423.44,17424.04,17419.64,17421.69,63.73102
2023-01-11 04:14:00,17421.69,17424.42,17421.46,17422.8,64.80802
2023-01-11 04:15:00,17422.8,17423.48,17419.33,17420.24,56.84285
2023-01-11 04:16:00,17420.24,17420.96,17416.61,17417.51,72.16004
2023-01-11 04:17:00,17417.14,17419.18,17416.52,17417.78,50.94704
2023-01-11 04:18:00,17417.4,17417.87,17414.55,17415.58,63.94425
2023-01-11 04:19:00,17415.58,17417.19,17414.59,17415.72,48.01522
2023-01-11 04:20:00,17415.72,17417.54,17415.17,17415.25,55.52886
2023-01-11 04:21:00,17415.25,17416.87,17413.87,17414.75,67.85242
2023-01-11 04:22:00,17414.9,17416.1,17412.64,17413.83,83.92628
2023-01-11 04:23:00,17413.83,17414.85,17408.2,17408.72,128.86812
2023-01-11 04:24:00,17408.34,17408.88,17406.7,17407.96,67.40751
2023-01-11 04:25:00,17407.61,17408.05,17405.0,17405.49,58.77152
2023-01-11 04:26:00,17405.85,17407.05,17404.67,17405.12,48.47899
2023-01-11 04:27:00,17405.12,17410.21,17404.45,17409.54,92.48181
2023-01-11 04:28:00,17409.97,17410.17,17407.78,17408.2,33.60822
2023-01-11 04:29:00,17408.2,17408.88,17406.27,17406.81,50.71853
2023-01-11 04:30:00,17406.45,17407.86,17404.32,17405.97,101.1281
2023-01-11 04:31:00,17406.27,17406.66,17401.25,17402.44,96.17632
