Time,Open,High,Low,Close,Volume
2023-01-01 00:00:00,16541.77,16544.76,16538.45,16543.67,83.08143
2023-01-01 00:01:00,16543.04,16544.41,16538.48,16539.31,80.453
2023-01-01 00:02:00,16539.31,16541.17,16534.52,16536.43,62.90197
2023-01-01 00:03:00,16536.43,16537.28,16531.0,16533.65,115.71894
2023-01-01 00:04:00,16534.12,16536.08,16527.51,16535.38,144.45369
2023-01-01 00:05:00,16534.91,16537.8,16533.94,16536.7,53.58957
2023-01-01 00:06:00,16536.76,16540.43,16534.2,16535.91,96.45571
2023-01-01 00:07:00,16535.91,16539.69,16533.95,16534.67,56.7201
2023-01-01 00:08:00,16533.98,16534.79,16528.0,16529.28,95.13552
2023-01-01 00:09:00,16529.28,16529.52,16522.55,16526.67,89.28953
2023-01-01 00:10:00,16526.67,16530.87,16522.55,16525.34,96.60421
2023-01-01 00:11:00,16525.34,16527.42,16523.98,16525.84,43.33715
2023-01-01 00:12:00,16525.84,16526.46,16520.92,16521.68,42.25952
2023-01-01 00:13:00,16522.1,16524.79,16520.67,16524.17,54.19482
2023-01-01 00:14:00,16524.6,16525.53,16520.0,16520.69,58.34319
2023-01-01 00:15:00,16521.26,16526.84,16519.4,16521.0,114.31289
2023-01-01 00:16:00,16521.56,16523.96,16517.72,16519.62,140.09379
2023-01-01 00:17:00,16519.14,16522.9,16517.72,16522.48,47.00352
2023-01-01 00:18:00,16522.18,16530.99,16521.44,16530.34,94.05725
2023-01-01 00:19:00,16530.37,16537.73,16528.46,16534.94,85.72032
2023-01-01 00:20:00,16534.94,16537.82,16534.15,16536.61,37.63557
2023-01-01 00:21:00,16536.61,16539.74,16536.15,16539.45,65.47593
2023-01-01 00:22:00,16538.59,16540.52,16532.33,16533.98,85.02815
2023-01-01 00:23:00,16533.98,16540.66,16533.83,16539.31,46.89429
2023-01-01 00:24:00,16539.71,16540.35,16534.0,16535.54,74.49795
2023-01-01 00:25:00,16535.54,16541.44,16534.62,16541.44,59.53862
2023-01-01 00:26:00,16541.44,16544.07,16538.61,16542.01,129.09106
2023-01-01 00:27:00,16542.01,16545.7,16541.6,16544.59,31.20436
2023-01-01 00:28:00,16544.26,16545.46,16542.74,16544.77,51.13562
2023-01-01 00:29:00,16544.77,16545.52,16542.31,16544.19,40.93956
2023-01-01 00:30:00,16544.19,16544.61,16536.46,16537.29,106.95807
2023-01-01 00:31:00,16537.29,16540.46,16536.14,16536.69,62.73486
2023-01-01 00:32:00,16536.69,16537.43,16531.69,16531.97,54.42359
2023-01-01 00:33:00,16532.23,16534.06,16530.3,16532.32,59.56348
2023-01-01 00:34:00,16532.32,16532.96,16522.03,16527.83,110.89703
2023-01-01 00:35:00,16527.27,16530.09,16521.51,16524.14,114.37543
2023-01-01 00:36:00,16524.14,16526.83,16516.12,16520.7,142.54392
2023-01-01 00:37:00,16520.19,16520.72,16508.39,16515.33,165.72038
2023-01-01 00:38:00,16515.33,16521.53,16513.15,16517.71,113.02461
2023-01-01 00:39:00,16518.44,16526.82,16517.64,16524.04,76.47037
2023-01-01 00:40:00,16524.83,16525.25,16522.41,16523.64,38.73732
2023-01-01 00:41:00,16524.17,16525.04,16513.4,16514.65,110.11967
2023-01-01 00:42:00,16515.19,16516.79,16512.7,16515.16,57.37769
2023-01-01 00:43:00,16515.16,16517.62,16514.32,16517.16,46.16403
2023-01-01 00:44:00,16517.16,16522.72,16515.39,16515.43,106.54588
2023-01-01 00:45:00,16515.91,16520.85,16515.43,16519.03,62.45521
2023-01-01 00:46:00,16519.03,16523.84,16518.97,16523.25,67.05876
2023-01-01 00:47:00,16523.25,16529.97,16520.89,16529.07,90.68886
2023-01-01 00:48:00,16529.07,16533.98,16528.35,16532.97,65.70449
2023-01-01 00:49:00,16532.54,16535.66,16528.69,16529.16,71.36482
2023-01-01 00:50:00,16529.69,16530.97,16526.36,16527.22,51.54478
2023-01-01 00:51:00,16527.57,16528.85,16526.53,16528.29,27.46025
2023-01-01 00:52:00,16527.88,16529.05,16527.44,16528.16,25.2805
2023-01-01 00:53:00,16528.16,16529.3,16527.53,16528.53,26.92832
2023-01-01 00:54:00,16528.53,16533.79,16528.4,16531.84,45.13835
2023-01-01 00:55:00,16531.84,16532.88,16530.73,16532.21,24.30325
2023-01-01 00:56:00,16532.21,16534.81,16531.26,16533.49,27.43781
2023-01-01 00:57:00,16533.85,16536.84,16532.96,16533.8,49.25444
2023-01-01 00:58:00,16533.79,16534.18,16529.52,16530.89,55.57758
2023-01-01 00:59:00,16530.57,16531.1,16528.94,16529.67,33.81472
2023-01-01 01:00:00,16529.59,16529.93,16525.78,16528.04,84.85522
2023-01-01 01:01:00,16528.53,16532.93,16527.93,16531.59,90.61221
2023-01-01 01:02:00,16531.59,16536.5,16530.65,16535.16,82.29637
2023-01-01 01:03:00,16535.16,16537.66,16533.11,16534.36,64.96482
2023-01-01 01:04:00,16533.89,16534.49,16528.27,16531.02,98.94372
2023-01-01 01:05:00,16530.39,16533.22,16530.31,16531.35,38.196
2023-01-01 01:06:00,16531.79,16535.13,16531.35,16534.22,34.57814
2023-01-01 01:07:00,16533.74,16536.84,16533.72,16536.07,46.71709
2023-01-01 01:08:00,16536.63,16537.25,16534.68,16535.73,61.5612
2023-01-01 01:09:00,16535.23,16540.47,16534.76,16539.2,102.76623
2023-01-01 01:10:00,16539.2,16541.12,16538.47,16540.56,56.13272
2023-01-01 01:11:00,16540.55,16540.88,16539.06,16539.83,25.86477
2023-01-01 01:12:00,16539.51,16540.07,16535.4,16537.23,68.06103
2023-01-01 01:13:00,16537.23,16541.6,16536.46,16541.43,64.01493
2023-01-01 01:14:00,16541.42,16541.8,16537.24,16538.21,57.68235
2023-01-01 01:15:00,16537.68,16540.82,16537.68,16538.66,33.18966
2023-01-01 01:16:00,16538.66,16539.6,16534.11,16535.73,42.95619
2023-01-01 01:17:00,16536.14,16537.0,16534.0,16537.0,34.75675
2023-01-01 01:18:00,16536.58,16539.39,16536.0,16538.93,34.86074
2023-01-01 01:19:00,16539.39,16539.39,16538.0,16538.59,33.79597
2023-01-01 01:20:00,16539.04,16539.95,16537.76,16538.13,42.06514
2023-01-01 01:21:00,16538.13,16538.47,16533.91,16535.1,63.56042
2023-01-01 01:22:00,16535.39,16536.0,16533.69,16534.41,32.44477
2023-01-01 01:23:00,16534.92,16534.92,16530.76,16532.21,78.99676
2023-01-01 01:24:00,16532.21,16538.02,16531.67,16536.22,55.62053
2023-01-01 01:25:00,16536.22,16536.64,16533.83,16534.38,47.0561
2023-01-01 01:26:00,16534.38,16536.05,16533.24,16535.33,41.84059
2023-01-01 01:27:00,16535.33,16535.71,16531.93,16533.27,52.68049
2023-01-01 01:28:00,16533.09,16534.35,16531.79,16533.89,28.90992
2023-01-01 01:29:00,16534.2,16535.15,16532.56,16534.6,38.95118
2023-01-01 01:30:00,16534.02,16534.67,16532.32,16532.73,26.24595
2023-01-01 01:31:00,16532.73,16534.16,16530.62,16532.5,55.91654
2023-01-01 01:32:00,16532.5,16535.72,16532.08,16532.73,34.16425
2023-01-01 01:33:00,16532.73,16533.46,16531.69,16532.66,27.64374
2023-01-01 01:34:00,16532.95,16532.95,16531.09,16532.0,32.71525
2023-01-01 01:35:00,16531.74,16536.25,16530.75,16535.62,70.63877
2023-01-01 01:36:00,16535.62,16539.92,16534.7,16535.15,75.32019
2023-01-01 01:37:00,16535.16,16536.51,16534.18,16536.5,45.13482
2023-01-01 01:38:00,16536.51,16537.79,16534.31,16534.49,48.06181
2023-01-01 01:39:00,16534.49,16536.01,16533.72,16535.19,35.50265
2023-01-01 01:40:00,16535.19,16542.12,16534.19,16540.41,87.08721
2023-01-01 01:41:00,16539.67,16543.38,16539.06,16542.89,67.03039
2023-01-01 01:42:00,16543.26,16543.31,16539.24,16541.98,53.42553
2023-01-01 01:43:00,16541.98,16542.72,16538.55,16539.9,67.83619
2023-01-01 01:44:00,16539.9,16541.51,16537.75,16539.94,65.96856
2023-01-01 01:45:00,16539.94,16542.47,16538.03,16541.44,65.87531
2023-01-01 01:46:00,16542.0,16543.56,16540.02,16542.95,74.26233
2023-01-01 01:47:00,16542.5,16543.72,16540.9,16541.42,75.94129
2023-01-01 01:48:00,16541.83,16542.19,16539.76,16541.91,58.76517
2023-01-01 01:49:00,16541.91,16547.23,16540.8,16546.33,81.36408
2023-01-01 01:50:00,16546.76,16547.82,16543.8,16546.99,91.02034
2023-01-01 01:51:00,16546.49,16547.9,16543.15,16543.57,97.09021
2023-01-01 01:52:00,16543.57,16543.83,16540.09,16540.52,48.68389
2023-01-01 01:53:00,16540.52,16544.77,16539.74,16543.95,58.79401
2023-01-01 01:54:00,16543.55,16546.56,16543.55,16545.91,28.25337
2023-01-01 01:55:00,16545.91,16547.89,16544.92,16547.48,66.4852
2023-01-01 01:56:00,16547.48,16552.0,16546.65,16550.81,97.94552
2023-01-01 01:57:00,16550.81,16556.8,16549.57,16553.35,165.19189
2023-01-01 01:58:00,16553.35,16555.36,16549.28,16552.34,111.54809
2023-01-01 01:59:00,16552.74,16553.43,16549.43,16551.47,37.22213
2023-01-01 02:00:00,16551.47,16551.53,16542.23,16542.44,155.52693
2023-01-01 02:01:00,16543.06,16547.27,16541.0,16546.43,113.58873
2023-01-01 02:02:00,16546.93,16547.32,16542.97,16544.48,31.29288
2023-01-01 02:03:00,16544.48,16545.0,16540.79,16540.92,35.2483
2023-01-01 02:04:00,16541.25,16542.18,16540.03,16541.43,28.38028
2023-01-01 02:05:00,16541.86,16542.52,16540.02,16541.54,22.48394
2023-01-01 02:06:00,16541.3,16542.89,16540.51,16542.27,35.30114
2023-01-01 02:07:00,16542.27,16542.36,16540.56,16541.66,32.8348
2023-01-01 02:08:00,16541.92,16543.77,16541.15,16543.17,28.67506
2023-01-01 02:09:00,16543.16,16543.61,16542.21,16542.94,25.36316
2023-01-01 02:10:00,16542.67,16543.35,16540.65,16540.96,40.25811
2023-01-01 02:11:00,16540.96,16542.46,16540.0,16542.04,39.96885
2023-01-01 02:12:00,16542.4,16542.66,16540.67,16541.73,42.21405
2023-01-01 02:13:00,16541.73,16542.39,16539.57,16541.52,53.64718
2023-01-01 02:14:00,16541.14,16551.59,16541.14,16549.03,218.31312
2023-01-01 02:15:00,16549.02,16552.91,16547.8,16552.77,82.55166
2023-01-01 02:16:00,16552.26,16554.56,16551.52,16552.56,40.04515
2023-01-01 02:17:00,16552.91,16553.62,16550.81,16551.93,74.85809
2023-01-01 02:18:00,16551.48,16551.93,16550.23,16551.42,29.82223
2023-01-01 02:19:00,16551.42,16552.72,16550.03,16552.72,39.06748
2023-01-01 02:20:00,16552.72,16553.02,16551.5,16551.97,37.42397
2023-01-01 02:21:00,16551.97,16553.75,16546.82,16548.6,85.79094
2023-01-01 02:22:00,16548.6,16550.12,16547.43,16548.69,62.79458
2023-01-01 02:23:00,16548.3,16549.4,16547.31,16548.25,55.18568
2023-01-01 02:24:00,16548.78,16549.66,16546.48,16548.18,83.50065
2023-01-01 02:25:00,16547.96,16548.99,16546.82,16548.01,26.55723
2023-01-01 02:26:00,16548.01,16553.52,16547.57,16553.12,63.05761
2023-01-01 02:27:00,16553.51,16553.51,16549.46,16550.01,36.67689
2023-01-01 02:28:00,16549.72,16552.6,16548.88,16551.46,30.67832
2023-01-01 02:29:00,16551.92,16555.0,16549.97,16552.89,56.40756
2023-01-01 02:30:00,16552.89,16554.64,16551.35,16552.68,42.61981
2023-01-01 02:31:00,16552.68,16556.0,16552.04,16555.34,53.20855
2023-01-01 02:32:00,16555.3,16557.89,16554.27,16557.47,68.89517
2023-01-01 02:33:00,16557.47,16559.12,16556.0,16557.72,66.8028
2023-01-01 02:34:00,16557.52,16559.61,16556.0,16558.65,77.22791
2023-01-01 02:35:00,16558.49,16559.77,16554.25,16555.34,72.47217
2023-01-01 02:36:00,16555.72,16556.73,16552.25,16553.57,44.86598
2023-01-01 02:37:00,16553.57,16554.5,16551.19,16552.42,32.19788
2023-01-01 02:38:00,16552.42,16554.03,16551.23,16552.04,27.36441
2023-01-01 02:39:00,16551.7,16552.64,16548.2,16548.99,82.02657
2023-01-01 02:40:00,16549.5,16550.37,16544.5,16545.78,108.2686
2023-01-01 02:41:00,16546.12,16547.04,16543.19,16544.01,68.23785
2023-01-01 02:42:00,16543.98,16545.27,16542.42,16542.59,39.60619
2023-01-01 02:43:00,16542.59,16543.19,16541.68,16542.14,34.6886
2023-01-01 02:44:00,16542.14,16542.59,16538.38,16538.77,61.14629
2023-01-01 02:45:00,16538.77,16544.69,16538.14,16543.55,78.08839
2023-01-01 02:46:00,16543.47,16546.51,16542.41,16545.88,61.18061
2023-01-01 02:47:00,16545.89,16546.91,16544.88,16545.6,42.27913
2023-01-01 02:48:00,16545.61,16547.01,16545.0,16545.74,29.54603
2023-01-01 02:49:00,16545.42,16546.85,16545.08,16546.22,33.67256
2023-01-01 02:50:00,16546.22,16546.22,16544.61,16545.2,48.82788
2023-01-01 02:51:00,16545.2,16546.97,16544.74,16546.53,68.3731
2023-01-01 02:52:00,16546.09,16547.12,16544.78,16546.23,69.81948
2023-01-01 02:53:00,16546.22,16547.2,16545.63,16547.13,78.26527
2023-01-01 02:54:00,16547.13,16547.24,16544.54,16546.33,43.98056
2023-01-01 02:55:00,16545.77,16547.13,16545.01,16546.07,25.96276
2023-01-01 02:56:00,16546.07,16549.12,16545.8,16547.2,49.68595
2023-01-01 02:57:00,16547.21,16548.03,16546.39,16547.18,24.44029
2023-01-01 02:58:00,16547.18,16547.99,16546.35,16547.12,38.47918
2023-01-01 02:59:00,16546.72,16548.6,16546.71,16548.19,39.09584
2023-01-01 03:00:00,16548.19,16548.19,16531.47,16533.94,344.42893
2023-01-01 03:01:00,16533.31,16534.75,16527.37,16534.67,196.14205
2023-01-01 03:02:00,16534.22,16534.66,16523.34,16527.37,146.86195
2023-01-01 03:03:00,16527.37,16530.45,16525.76,16530.36,110.42527
2023-01-01 03:04:00,16529.9,16532.88,16527.68,16529.36,112.97947
2023-01-01 03:05:00,16529.36,16531.51,16526.0,16530.02,103.79157
2023-01-01 03:06:00,16530.02,16532.02,16528.33,16530.51,53.01004
2023-01-01 03:07:00,16530.07,16532.86,16528.99,16531.77,93.64636
2023-01-01 03:08:00,16532.16,16532.16,16529.17,16530.95,42.47108
2023-01-01 03:09:00,16530.51,16531.92,16529.18,16530.4,34.31391
2023-01-01 03:10:00,16529.97,16531.3,16527.88,16530.24,74.11761
2023-01-01 03:11:00,16530.89,16531.43,16527.63,16529.27,61.80057
2023-01-01 03:12:00,16529.27,16530.0,16528.11,16528.24,34.37465
2023-01-01 03:13:00,16528.61,16531.27,16528.11,16529.31,84.86089
2023-01-01 03:14:00,16529.82,16530.5,16526.72,16527.87,66.19778
2023-01-01 03:15:00,16527.44,16530.21,16523.14,16526.71,163.34107
2023-01-01 03:16:00,16526.71,16527.4,16525.88,16526.2,32.28769
2023-01-01 03:17:00,16525.88,16526.28,16518.21,16520.71,162.14765
2023-01-01 03:18:00,16520.71,16523.1,16519.7,16521.39,113.79145
2023-01-01 03:19:00,16521.8,16523.33,16518.73,16522.52,129.29518
2023-01-01 03:20:00,16522.53,16526.6,16521.81,16526.51,114.71342
2023-01-01 03:21:00,16526.51,16529.13,16524.24,16529.11,81.00801
2023-01-01 03:22:00,16528.46,16533.09,16526.73,16528.53,109.71961
2023-01-01 03:23:00,16528.12,16530.87,16528.05,16529.7,51.36906
2023-01-01 03:24:00,16529.69,16531.19,16527.5,16528.72,59.46207
2023-01-01 03:25:00,16528.28,16529.91,16527.31,16529.01,39.37277
2023-01-01 03:26:00,16529.37,16529.68,16528.1,16529.13,34.5287
2023-01-01 03:27:00,16529.13,16531.3,16528.15,16529.81,58.59914
2023-01-01 03:28:00,16529.82,16530.41,16527.35,16529.19,56.20068
2023-01-01 03:29:00,16528.71,16531.22,16528.18,16529.89,47.54178
2023-01-01 03:30:00,16529.89,16531.13,16527.89,16530.19,56.5297
2023-01-01 03:31:00,16530.76,16530.76,16526.74,16527.95,56.84361
2023-01-01 03:32:00,16528.37,16530.64,16527.34,16530.32,41.16698
2023-01-01 03:33:00,16529.9,16534.16,16529.89,16533.79,72.5156
2023-01-01 03:34:00,16533.34,16534.66,16531.83,16533.77,49.77651
2023-01-01 03:35:00,16533.76,16533.76,16532.21,16532.56,40.14831
2023-01-01 03:36:00,16532.21,16533.64,16532.04,16532.7,31.42166
2023-01-01 03:37:00,16532.7,16533.86,16532.26,16533.04,50.64156
2023-01-01 03:38:00,16532.6,16534.52,16532.31,16533.38,48.56591
2023-01-01 03:39:00,16533.84,16537.17,16533.45,16536.83,71.81884
2023-01-01 03:40:00,16536.83,16537.42,16532.87,16533.4,70.89012
2023-01-01 03:41:00,16533.4,16534.8,16532.07,16533.63,25.65305
2023-01-01 03:42:00,16533.63,16534.02,16532.24,16532.93,33.6391
2023-01-01 03:43:00,16532.54,16534.59,16531.55,16533.89,39.92714
2023-01-01 03:44:00,16533.89,16534.81,16532.55,16533.68,36.67381
2023-01-01 03:45:00,16533.68,16534.92,16532.6,16533.26,31.56539
2023-01-01 03:46:00,16533.37,16533.53,16530.1,16531.03,49.09853
2023-01-01 03:47:00,16531.47,16532.04,16529.66,16531.84,33.18447
2023-01-01 03:48:00,16531.84,16532.51,16530.09,16531.11,36.62709
2023-01-01 03:49:00,16531.1,16533.77,16530.5,16532.56,48.33701
2023-01-01 03:50:00,16532.56,16534.18,16529.53,16531.65,84.14289
2023-01-01 03:51:00,16531.65,16532.34,16529.59,16531.75,48.14049
2023-01-01 03:52:00,16531.26,16533.99,16531.26,16532.93,69.61228
2023-01-01 03:53:00,16532.93,16532.93,16531.0,16532.16,25.34073
2023-01-01 03:54:00,16532.62,16537.72,16531.46,16537.09,72.94838
