Time,Open,High,Low,Close,Volume
2022-08-01 00:00:00,23296.36,23296.78,23262.27,23280.77,202.57486
2022-08-01 00:01:00,23280.77,23317.68,23263.01,23313.09,153.76413
2022-08-01 00:02:00,23316.78,23317.72,23271.23,23287.89,119.87883
2022-08-01 00:03:00,23287.89,23291.08,23263.02,23278.59,100.59952
2022-08-01 00:04:00,23275.48,23297.48,23266.27,23277.42,74.75517
2022-08-01 00:05:00,23274.75,23278.76,23263.96,23268.32,65.80988
2022-08-01 00:06:00,23268.32,23275.52,23260.0,23272.99,94.86449
2022-08-01 00:07:00,23274.81,23284.99,23262.72,23273.02,88.65989
2022-08-01 00:08:00,23273.02,23285.84,23257.37,23260.88,115.22614
2022-08-01 00:09:00,23263.35,23279.61,23259.84,23277.32,109.49542
2022-08-01 00:10:00,23277.32,23309.15,23272.23,23298.91,138.76784
2022-08-01 00:11:00,23300.0,23314.99,23287.51,23311.41,79.23823
2022-08-01 00:12:00,23311.41,23313.08,23273.13,23287.81,77.09529
2022-08-01 00:13:00,23284.9,23301.52,23280.61,23287.87,62.79158
2022-08-01 00:14:00,23287.87,23293.18,23274.1,23281.41,48.9989
2022-08-01 00:15:00,23279.8,23317.73,23279.58,23317.73,243.92607
2022-08-01 00:16:00,23315.78,23339.05,23293.28,23302.67,209.16272
2022-08-01 00:17:00,23302.67,23304.08,23265.11,23286.34,105.72925
2022-08-01 00:18:00,23288.58,23303.78,23281.61,23290.01,72.20928
2022-08-01 00:19:00,23292.03,23294.53,23281.87,23290.96,42.10403
2022-08-01 00:20:00,23290.96,23298.29,23287.74,23290.91,30.80655
2022-08-01 00:21:00,23290.91,23295.99,23280.43,23281.56,33.61399
2022-08-01 00:22:00,23284.63,23296.39,23276.19,23289.6,48.61293
2022-08-01 00:23:00,23288.85,23300.0,23285.33,23295.46,54.091
2022-08-01 00:24:00,23297.06,23325.0,23292.43,23318.44,93.05911
2022-08-01 00:25:00,23317.2,23343.2,23312.02,23330.38,177.85729
2022-08-01 00:26:00,23330.38,23336.64,23317.0,23321.9,67.47787
2022-08-01 00:27:00,23320.52,23345.0,23314.12,23337.22,68.38531
2022-08-01 00:28:00,23337.22,23372.06,23333.0,23355.98,169.22071
2022-08-01 00:29:00,23354.27,23364.24,23345.0,23352.86,49.70827
2022-08-01 00:30:00,23352.86,23378.93,23348.78,23358.45,119.36293
2022-08-01 00:31:00,23358.45,23391.21,23358.45,23390.51,70.33484
2022-08-01 00:32:00,23390.51,23390.51,23358.91,23360.52,71.98643
2022-08-01 00:33:00,23362.5,23368.57,23348.81,23348.85,73.17459
2022-08-01 00:34:00,23348.85,23351.9,23321.06,23337.95,69.09167
2022-08-01 00:35:00,23337.95,23350.0,23321.22,23341.37,68.4469
2022-08-01 00:36:00,23341.37,23359.94,23332.79,23356.97,43.34379
2022-08-01 00:37:00,23359.68,23360.0,23345.67,23352.52,52.71882
2022-08-01 00:38:00,23354.36,23362.67,23339.49,23360.08,43.12098
2022-08-01 00:39:00,23362.45,23369.43,23352.06,23357.78,45.12854
2022-08-01 00:40:00,23359.98,23373.07,23345.85,23350.0,126.57669
2022-08-01 00:41:00,23348.21,23367.12,23344.63,23362.07,46.9138
2022-08-01 00:42:00,23363.56,23374.66,23361.55,23366.87,40.60671
2022-08-01 00:43:00,23368.48,23379.99,23361.04,23379.74,53.62882
2022-08-01 00:44:00,23379.74,23379.93,23345.02,23356.98,66.93536
2022-08-01 00:45:00,23356.98,23362.5,23349.82,23359.09,78.58084
2022-08-01 00:46:00,23359.09,23379.65,23353.23,23357.27,74.881
2022-08-01 00:47:00,23355.44,23394.97,23341.72,23383.46,191.31603
2022-08-01 00:48:00,23383.46,23392.58,23370.29,23381.88,113.18551
2022-08-01 00:49:00,23379.71,23388.91,23366.78,23373.38,71.54063
2022-08-01 00:50:00,23373.51,23381.17,23369.02,23374.84,51.11053
2022-08-01 00:51:00,23373.43,23391.5,23366.4,23381.86,108.79652
2022-08-01 00:52:00,23381.86,23386.59,23371.59,23374.18,57.94374
2022-08-01 00:53:00,23374.18,23381.07,23373.0,23378.46,35.33381
2022-08-01 00:54:00,23376.37,23387.99,23375.51,23383.58,57.96384
2022-08-01 00:55:00,23383.58,23389.12,23372.82,23382.13,64.11764
